wiki_content,wiki_title
"In 2014, the Tin Shui Wai shopping mall increased the rent of Fortune Kingswood, which led to the closure of Topkids International Pre-School. Chow found that the Li Ka-shing family's Cheung Kong Holdings owned more than half of the mall's equity, which caused the public to put pressure on Li's.[6] He even attended the forum as a guest to protest the rent increase without being invited by the city forum.[6][13] Although in the end, kindergartens could not change the results of the suspension, but in the District Council report later that week,[8] kindergartens lacked government support and believed that the government needs to take more responsibility for early childhood education.[10]",Zhou Yongqin
"
",Curl (Japanese snack)
"Curl (カール, Kāru) is a brand of cheesy flavour corn puffs snack in Japan sold by Meiji. It also sports its own mascot, Karl, in which the snack may be romanized Karl instead. Although Curl comes in several flavors, the two dominant ones are lightly salted and cheese.
",Curl (Japanese snack)
It has been on sale in Japan continuously since 1968.[1],Curl (Japanese snack)
"The Orsinus, also called Mossynus, Mosynus, and Morsynos, was a river of ancient Caria, a tributary of the Maeander River, flowing in a northwestern direction, and discharging itself into the main river a few miles (km) below Antioch on the Maeander.[1]",Orsinus
It is identified with the modern Dandala River.[2],Orsinus
" This article incorporates text from a publication now in the public domain: Smith, William, ed. (1854–1857). ""Orsinus"". Dictionary of Greek and Roman Geography. London: John Murray.",Orsinus
,Orsinus
"Marcel Bourbonnais (February 27, 1918 – October 14, 1996) was a Canadian politician, draftsman, engineer, foreman and technician. He was elected to the House of Commons of Canada in 1958 as a Member of the Progressive Conservative Party to represent the riding of Vaudreuil—Soulanges. He was re-elected in 1962 and defeated in the elections of 1957, 1963 and 1965.
",Marcel Bourbonnais
,Marcel Bourbonnais
"Lowell Hamilton (born May 3, 1966) is an American former basketball player.
",Lowell Hamilton
"Hamilton was a dominant high school basketball player at Chicago's Providence St. Mel, where he led the Knights to four consecutive IHSA boys' sectional championships from 1982 to 1985, three consecutive ""Elite-Eight"" appearances from 1983 to 1985 as well as appearances in the ""Final-Four"" in 1984 and a state championship in 1985. In his four years of varsity basketball, Hamilton scored 165 points in 11 IHSA tournament finals games, averaging 15.0 points per game and was named to the all-tournament team at center in '83, '84 and '85. While playing for St. Mel, Hamilton's teams would lose only 14 times while winning 116 games for an 89.2 winning percentage.[1] Each season at St. Mel, Hamilton's teams would advance further in the state tournament. During his freshman year, under the direction of head coach Tom Shields, Hamilton's team would finish the season with a loss in the IHSA super-sectional to future Fighting Illini basketball player Scott Meents and the Herscher Tigers.[2] As a sophomore, Hamilton's team would win the super-sectional but lose in the quarterfinals to future Indiana Hoosiers guard, Marty ""The Mule"" Simmons and the defending state champion, Lawrenceville Indians.[3] It would be Hamilton's junior year when the Knights would dominate Illinois high school basketball, finishing the regular season with 22 wins and only 3 losses. As the final day of the season started, Hamilton's team had increased their win total to 29, however, a hot-shooting Mt. Pulaski High School would hold off the Knights on their way to the championship game, leaving a third-place game versus Lena-Winslow High School where they would earn their 30th victory.[4]",Lowell Hamilton
"As a senior, Hamilton and the Knights would enter the post-season tournament ranked #1 in the state of Illinois with a record of 22 and 3.[5] Hamilton's team would win their regional, sectional and super-sectional on their path to the ""Final-Four"" in the IHSA. It would be the semifinals where Hamilton's team would be pitted against Thad Matta and the Cornjerkers from Hoopeston for the chance to play for a state championship. St. Mel would win this game and move into the championship game against Chrisman High School. The Knights would dominate the game, taking a 30 to 8 lead after the first quarter and cruising to a final score of 95 to 63. Hamilton scored 21 points in the game and 64 points in the tournament and the St. Mel Knights would finish the year with a record of 31 and 3.[6][7] In his four years of varsity basketball, Hamilton's teams would win 116 games while only losing 14, winning 89.2 percent of all games played.
",Lowell Hamilton
"After the season, Hamilton was named a McDonald's All-American and played in the 1985 game with teammates Quin Snyder, Sean Elliott and Roy Marble while opposing Danny Ferry and Pervis Ellison. Hamilton would score 13 points in a losing effort for the West team.
",Lowell Hamilton
"In 2007, the Illinois High School Association named Hamilton one of the 100 Legends of the IHSA Boys Basketball Tournament.[8]",Lowell Hamilton
"Hamilton went on to play for the University of Illinois for four years, 1985-1989.  He was part of the Flyin' Illini team that qualified for the 1989 NCAA men's basketball tournament Final Four.  Hamilton scored 1,241 career points with 87 blocked shots while having a .534 field goal percentage for the Fighting Illini.
",Lowell Hamilton
"As a freshman, Hamilton appeared in 24 of the Illini's 32 games. He totaled 88 points and hauled in 41 rebounds.[9]",Lowell Hamilton
"During Hamilton's sophomore season, his playing time jumped to nearly 24 minutes per game, including 22 starts out of the 31 games he played. He finished the season with the fourth highest point total (334) averaging 10.8 points per game.  Hamilton was tied with the highest field goal average at .578 and the third most rebounds with 121.  Teammate Ken Norman finished the season with 48 blocked shots with Hamilton taking second place on the team with 31.[10]",Lowell Hamilton
"The Fighting Illini experienced a surge in performance sparked by the play of sophomore guards Nick Anderson and Kendall Gill along with the addition of junior forward Kenny Battle.  These additions, however, limited Hamilton's playing time and reduced his starts to 6 out of the 33 games he played in during the season.  Even with a reduced role, Hamilton finished the season with the fifth highest point total averaging 10 points per game,  and the third most blocked shots.[11]",Lowell Hamilton
"Hamilton was an instrumental force in the 1988–89 Illinois Fighting Illini men's basketball team's drive to the Final Four.  He started 33 games during that season and played in all 36. Hamilton was third on the Fighting Illini in scoring with 488 points (13.6 per game), second on the team in rebounding with 204 (5.7 per game) and second on the team in blocked shots with 31.  His quiet, assertive play under the basket sparked the Fighting Illini's running game while helping Illinois to a team average 86.4 points per game, its highest since 1966. Hamilton was co-captain along with Battle during the ""Flyin Illini's"" magical run.[12]",Lowell Hamilton
[18],Lowell Hamilton
"The 2010 South Carolina House of Representatives elections were held on Tuesday, November 2, 2010. The primary elections were held on June 8.
The composition of the state delegation before the election was four Republicans and two Democrats.
",2010 United States House of Representatives elections in South Carolina
